RUN	mock.UserSimulation	usersimulation	1578497730684	 	3.0.2
USER	Playing with Fire	1	START	1578497732435	1578497732435
USER	Playing with Fire	2	START	1578497732484	1578497732484
USER	Playing with Fire	3	START	1578497732488	1578497732488
USER	Playing with Fire	4	START	1578497732490	1578497732490
USER	Playing with Fire	5	START	1578497732493	1578497732493
USER	Playing with Fire	6	START	1578497732495	1578497732495
USER	Playing with Fire	7	START	1578497732496	1578497732496
USER	Playing with Fire	8	START	1578497732497	1578497732497
USER	Playing with Fire	9	START	1578497732499	1578497732499
USER	Playing with Fire	10	START	1578497732501	1578497732501
REQUEST	2		request_1	1578497732488	1578497732930	OK	 
REQUEST	4		request_1	1578497732492	1578497732928	OK	 
REQUEST	9		request_1	1578497732500	1578497732928	OK	 
REQUEST	7		request_1	1578497732497	1578497733034	OK	 
REQUEST	5		request_1	1578497732494	1578497733037	OK	 
REQUEST	1		request_1	1578497732479	1578497733045	OK	 
REQUEST	10		request_1	1578497732503	1578497733045	OK	 
REQUEST	3		request_1	1578497732490	1578497733048	OK	 
REQUEST	6		request_1	1578497732495	1578497733054	OK	 
REQUEST	8		request_1	1578497732498	1578497733060	OK	 
REQUEST	9		request_1 Redirect 1	1578497732945	1578497733078	OK	 
REQUEST	4		request_1 Redirect 1	1578497732945	1578497733152	OK	 
REQUEST	5		request_1 Redirect 1	1578497733039	1578497733151	OK	 
REQUEST	7		request_1 Redirect 1	1578497733035	1578497733152	OK	 
REQUEST	1		request_1 Redirect 1	1578497733046	1578497733157	OK	 
REQUEST	10		request_1 Redirect 1	1578497733046	1578497733158	OK	 
REQUEST	2		request_1 Redirect 1	1578497732945	1578497733158	OK	 
REQUEST	3		request_1 Redirect 1	1578497733049	1578497733167	OK	 
REQUEST	8		request_1 Redirect 1	1578497733061	1578497733171	OK	 
REQUEST	6		request_1 Redirect 1	1578497733055	1578497733175	OK	 
REQUEST	9		request_2	1578497740105	1578497740415	OK	 
REQUEST	10		request_2	1578497740175	1578497740561	OK	 
REQUEST	7		request_2	1578497740164	1578497740564	OK	 
REQUEST	5		request_2	1578497740164	1578497740569	OK	 
REQUEST	8		request_2	1578497740186	1578497740569	OK	 
REQUEST	2		request_2	1578497740175	1578497740569	OK	 
REQUEST	4		request_2	1578497740164	1578497740571	OK	 
REQUEST	3		request_2	1578497740186	1578497740596	OK	 
REQUEST	1		request_2	1578497740175	1578497740597	OK	 
REQUEST	6		request_2	1578497740197	1578497740634	OK	 
REQUEST	9		request_3	1578497742415	1578497742540	OK	 
REQUEST	10		request_3	1578497742565	1578497742673	OK	 
REQUEST	7		request_3	1578497742565	1578497742676	OK	 
REQUEST	5		request_3	1578497742576	1578497742685	OK	 
REQUEST	2		request_3	1578497742576	1578497742685	OK	 
REQUEST	8		request_3	1578497742576	1578497742685	OK	 
REQUEST	4		request_3	1578497742576	1578497742689	OK	 
REQUEST	3		request_3	1578497742591	1578497742701	OK	 
REQUEST	1		request_3	1578497742602	1578497742715	OK	 
REQUEST	6		request_3	1578497742635	1578497742744	OK	 
REQUEST	9		request_4	1578497745532	1578497745641	OK	 
REQUEST	9		request_4 Redirect 1	1578497745642	1578497745754	OK	 
REQUEST	10		request_4	1578497745672	1578497745777	OK	 
REQUEST	5		request_4	1578497745683	1578497745791	OK	 
REQUEST	8		request_4	1578497745683	1578497745791	OK	 
REQUEST	7		request_4	1578497745683	1578497745794	OK	 
REQUEST	2		request_4	1578497745683	1578497745803	OK	 
REQUEST	4		request_4	1578497745693	1578497745804	OK	 
REQUEST	3		request_4	1578497745704	1578497745812	OK	 
REQUEST	1		request_4	1578497745715	1578497745826	OK	 
REQUEST	6		request_4	1578497745747	1578497745855	OK	 
